2025-03-25 17:25:17,039 | __main__ | INFO | Logger initialisé avec fichier : logs/pipeline/modelised\pipeline_nc_to_zarr_2025-03-25-17-25.log
2025-03-25 18:12:24,979 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 18:12:24,979 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 18:12:24,982 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 18:12:24,984 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 18:12:24,988 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197101010030-197112312330.nc
2025-03-25 18:13:58,425 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 18:13:58,909 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 18:13:59,600 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 18:13:59,600 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1971.zarr : {'pr': {'chunks': (8760, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 18:15:51,772 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1971.zarr
2025-03-25 18:15:51,773 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197201010030-197212312330.nc ---
2025-03-25 18:15:51,773 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 18:15:51,829 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8784, 'y': 667, 'x': 847}
2025-03-25 18:15:51,829 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 18:16:06,657 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8784, 'points': 87536}
2025-03-25 18:16:06,718 | __main__ | INFO | Dataset rechunké : {'pr': ((8784,), (100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 36))}
2025-03-25 18:16:06,719 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 18:16:06,719 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 18:16:06,721 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 18:16:06,722 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 18:16:06,726 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197201010030-197212312330.nc
2025-03-25 18:17:45,140 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 18:17:45,725 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 18:17:46,105 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 18:17:46,106 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1972.zarr : {'pr': {'chunks': (8784, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 18:19:43,865 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1972.zarr
2025-03-25 18:19:43,866 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197301010030-197312312330.nc ---
2025-03-25 18:19:43,866 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 18:19:43,910 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8760, 'y': 667, 'x': 847}
2025-03-25 18:19:43,911 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 18:19:58,649 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8760, 'points': 87536}
2025-03-25 18:19:58,699 | __main__ | INFO | Dataset rechunké : {'pr': ((8760,), (100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 36))}
2025-03-25 18:19:58,700 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 18:19:58,701 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 18:19:58,702 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 18:19:58,704 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 18:19:58,708 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197301010030-197312312330.nc
2025-03-25 18:21:32,782 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 18:21:33,196 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 18:21:33,817 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 18:21:33,817 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1973.zarr : {'pr': {'chunks': (8760, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 18:23:30,272 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1973.zarr
2025-03-25 18:23:30,273 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197401010030-197412312330.nc ---
2025-03-25 18:23:30,273 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 18:23:30,326 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8760, 'y': 667, 'x': 847}
2025-03-25 18:23:30,326 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 18:23:43,984 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8760, 'points': 87536}
2025-03-25 18:23:44,029 | __main__ | INFO | Dataset rechunké : {'pr': ((8760,), (100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 36))}
2025-03-25 18:23:44,029 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 18:23:44,030 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 18:23:44,031 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 18:23:44,033 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 18:23:44,036 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197401010030-197412312330.nc
2025-03-25 18:25:14,505 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 18:25:15,077 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 18:25:15,435 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 18:25:15,435 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1974.zarr : {'pr': {'chunks': (8760, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 18:27:09,291 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1974.zarr
2025-03-25 18:27:09,291 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197501010030-197512312330.nc ---
2025-03-25 18:27:09,292 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 18:27:09,328 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8760, 'y': 667, 'x': 847}
2025-03-25 18:27:09,329 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 18:27:21,776 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8760, 'points': 87536}
